,day_of_week,month,is_holiday,staleness,rolling_7_decay,rolling_30_decay,rolling_100_decay,freq_x_7,freq_x_30,freq_x_100
4139,3,10,0,2,59968.99009176668,87502.72802745066,78014.33783013042,34267.994338152384,58335.15201830044,46028.45931977694
4140,4,10,0,3,55088.85343073998,84904.1092474206,76658.16763100126,31479.344817565703,56602.739498280396,45228.31890229074
4141,5,10,0,4,48208.34209815037,81030.30534528404,76866.7156500105,27547.624056085926,54020.20356352269,45351.362233506195
4142,6,10,0,5,46083.7039517308,82400.18581120005,75776.71927091379,26333.54511527474,54933.457207466694,44708.26436983913
4143,0,10,0,6,42066.73367791015,83958.95742904214,72424.36626241473,24038.133530234372,55972.638286028094,42730.376094824685
4144,1,10,0,7,39312.53009728813,77524.21045046534,78228.298787833,22464.302912736075,51682.80696697689,46154.69628482147
4145,2,10,0,8,28769.184946586996,80686.23713286094,68928.84104414874,16439.534255192568,53790.824755240625,40668.01621604775
4146,3,10,0,9,30306.002279521563,68149.97470773321,68707.10734042303,17317.715588298033,45433.31647182214,40537.193330849586
4147,4,10,0,10,26238.3738735597,65664.07324500271,75178.41712149527,14993.35649917697,43776.048830001804,44355.2661016822
4148,5,10,0,0,60318.857142857145,81501.33333333333,74301.28,43084.897959183676,54334.22222222222,43094.742399999996
4149,6,10,0,1,54663.43777120561,79151.29796128446,74500.79262701534,39045.31269371829,52767.53197418964,43210.45972366889
4150,0,10,0,2,48905.9477429515,79702.83067114848,74006.47987856933,34932.81981639393,53135.220447432315,42923.758329570206
4151,1,10,0,3,44788.965996303625,78059.47639926763,70870.07816631567,31992.118568788304,52039.650932845085,41104.64533646309
4152,2,10,0,4,41059.284879695624,76747.13657718057,71291.33661730913,29328.06062835402,51164.75771812038,41348.9752380393
4153,3,10,0,5,37071.46724901978,74255.45756473504,73992.6582634575,26479.619463585557,49503.638376490024,42915.74179280535
4154,4,10,0,6,30410.235354836645,76258.58214731974,69347.36877125244,21721.596682026175,50839.054764879824,40221.473887326414
4155,5,10,0,7,32216.557908386447,66281.95764267269,68253.71306918138,23011.82707741889,44187.97176178179,39587.153580125196
4156,6,11,0,8,24051.752423300914,72009.46553736007,65950.66337315357,17179.823159500655,48006.31035824004,38251.38475642907
4157,0,11,0,9,24210.768805599917,67645.49626535898,76108.93313857008,17293.40628971423,45096.997510239315,44143.18122037064
4158,1,11,0,10,22863.69911510441,67576.60225012604,67055.02072581829,16331.213653646008,45051.068166750694,38891.91202097461
4159,2,11,0,11,25935.685529816583,71122.14813872878,66532.20436947531,18525.489664154702,47414.76542581918,38588.67853429568
4160,3,11,0,12,14298.891976712554,66048.08669785364,70069.80450320787,10213.494269080396,44032.05779856909,40640.48661186056
4161,4,11,0,0,98316.42857142857,81533.43333333333,74166.34,70226.02040816327,57073.40333333333,43758.1406
4162,5,11,0,1,88468.41287809846,80227.84094308778,73771.54122092821,63191.72348435604,56159.48866016144,43525.20932034764
4163,6,11,0,2,79872.1557712866,76715.51553294412,73151.1948370571,57051.53983663329,53700.86087306088,43159.20495386369
4164,0,11,0,3,71706.41884480446,74575.86787537819,74523.15971452308,51218.87060343176,52203.10751276473,43968.66423156861
4165,1,11,0,0,97642.57142857143,84040.33333333333,72907.94,69744.69387755102,58828.23333333332,43015.6846
4166,2,11,0,1,87688.63573252285,82895.43504650026,73022.63423753432,62634.73980894489,58026.80453255018,43083.35420014525
4167,3,11,0,2,80945.62689163117,81723.42771759164,70921.31939519646,57818.30492259369,57206.39940231414,41843.57844316591
4168,4,11,0,3,70214.42118729402,80526.84313302638,72834.05549832195,50153.1579909243,56368.79019311847,42972.09274400995
4169,5,11,0,4,65115.8413760605,78525.43782294626,70030.77151263683,46511.31526861465,54967.80647606238,41318.15519245573
4170,6,11,0,5,62376.66754619382,76870.37401469065,72976.35158729744,44554.762532995584,53809.26181028345,43056.04743650548
4171,0,11,0,6,59106.48423035132,77442.84472504775,70803.59939248988,42218.9173073938,54209.99130753342,41774.12364156903
4172,1,11,0,7,52486.496080849945,76965.07843671118,68607.8425551634,37490.35434346425,53875.55490569782,40478.6271075464
4173,2,11,0,0,90501.71428571429,88868.73333333334,72378.96,51715.26530612245,62208.113333333335,42703.5864
4174,3,11,0,1,81082.13800068505,86719.92345352929,72190.36068114803,46332.650286105745,60703.9464174705,42592.312801877335
4175,4,11,0,2,73123.6265224503,86540.6059897239,72218.53594621357,41784.92944140017,60578.42419280673,42608.936208266
4176,5,11,0,3,69094.62990158585,84611.76728249901,70960.96035091253,39482.645658049056,59228.237097749305,41866.96660703839
4177,6,11,0,4,63214.00917932199,82985.5077473247,70563.09709853982,36122.29095961256,58089.85542312728,41632.22728813849
4178,0,11,0,5,59178.55708908348,79070.39457010153,73270.86371356595,33816.31833661913,55349.27619907107,43229.80959100391
4179,1,11,0,6,45264.69214864933,82744.26725860185,71194.61096704089,25865.53837065676,57920.98708102129,42004.82047055412
4180,2,11,0,7,39398.72140173076,72161.50974810883,71091.89306429985,22513.55508670329,50513.056823676176,41944.216907936905
4181,3,11,0,8,35744.102231202975,78607.30401855377,70567.26482341476,20425.201274973126,55025.11281298764,41634.68624581471
4182,4,11,0,9,43959.38503378731,71305.20687013635,69088.94036892863,25119.648590735604,49913.644809095436,40762.474817667884
4183,5,11,0,10,31562.988518813454,81139.37124205999,72399.14920630597,18035.993439321974,56797.55986944199,42715.49803172052
4184,6,11,0,11,31047.65179015604,69888.93316800665,73784.92518572527,17741.515308660593,48922.25321760465,43533.1058595779
4185,0,11,0,12,25875.3186608341,62374.65998424893,66118.52333431564,14785.896377619483,43662.26198897425,39009.92876724623
4186,1,12,0,0,76784.71428571429,97877.0,84029.96,54846.224489795924,68513.9,57140.37280000001
4187,2,12,0,1,68738.46959917065,95924.18567290444,83561.87036567084,49098.90685655047,67146.9299710331,56822.071848656175
4188,3,12,0,2,61978.92481580003,94877.32969249692,81259.2691967581,44270.66058271431,66414.13078474785,55256.30305379551
4189,4,12,0,3,56367.863919907206,93092.75701280082,83223.24703683192,40262.759942790864,65164.92990896057,56591.80798504571
4190,5,12,0,4,50636.35932899782,90063.65488972195,79431.28726768125,36168.8280921413,63044.558422805356,54013.275342023255
4191,6,12,0,5,45732.95046906419,92127.70697799335,83470.3880250747,32666.39319218871,64489.39488459534,56759.863857050805
4192,0,12,0,6,41821.39959075889,82746.68181845493,75844.31008444284,29872.428279113494,57922.67727291845,51574.130857421136
4193,1,12,0,7,43095.74152958604,86619.50288044632,84933.0684498342,30782.67252113289,60633.65201631242,57754.48654588726
4194,2,12,0,8,35440.7227787088,90505.95018571212,86354.43139593395,25314.801984792,63354.16512999848,58721.01334923509
4195,3,12,0,9,37693.45447470828,75040.36757250353,71846.88049927374,26923.896053363056,52528.25730075247,48855.87873950615
4196,4,12,0,10,23710.715944899108,74585.10012324761,84004.22128729388,16936.225674927933,52209.57008627333,57122.87047535984
4197,5,12,0,11,21397.583791018027,73622.34500613298,70594.12941517278,15283.988422155733,51535.64150429308,48004.008002317496
4198,6,12,0,12,14953.165378219945,67925.76134281431,70855.85383684983,10680.832413014246,47548.03293997001,48181.980609057886
4199,0,12,0,13,16961.48837017966,67196.05780295964,75296.96799309406,12115.348835842615,47037.24046207174,51201.93823530397
4200,1,12,0,14,28965.78297314964,70099.2687448519,78955.68436974929,20689.84498082117,49069.48812139632,53689.86537142952
4201,2,12,0,0,116696.85714285714,95433.33333333333,88875.57,83354.89795918368,63622.22222222222,59546.63190000001
4202,3,12,0,1,105281.17963985121,94190.5060456036,88853.51737851115,75200.84259989372,62793.670697069065,59531.85664360248
4203,4,12,0,2,97280.92839709524,91073.49895406718,87354.677681208,69486.3774264966,60715.66596937812,58527.63404640937
4204,5,12,0,3,89793.1720298077,89887.63846277227,86424.82985382645,64137.980021291216,59925.092308514846,57904.63600206372
4205,6,12,0,4,75422.75124915154,84868.22903228452,87572.11949708727,53873.39374939396,56578.81935485634,58673.32006304848
4206,0,12,0,5,70599.36558326586,84671.95640670028,88087.15263139682,50428.11827376133,56447.970937800186,59018.39226303587
4207,1,12,0,6,60798.65327850338,85646.97502152155,82542.33736884296,43427.60948464527,57097.98334768103,55303.36603712478
4208,2,12,0,7,64162.101961971064,85903.69892921804,86431.35499304008,45830.07282997933,57269.13261947869,57909.007845336855
4209,3,12,0,8,59170.78933670951,77835.44521928008,86624.29768114461,42264.84952622108,51890.29681285338,58038.2794463669
4210,4,12,1,9,38879.2356849023,81111.42307327932,82799.78701079686,27770.88263207307,54074.28204885288,55475.8572972339
4211,5,12,1,10,51337.73897889408,78431.25923110639,77434.14060847368,36669.813556352914,52287.50615407093,51880.87420767737
4212,6,12,0,11,36641.17300925148,71095.55361664703,75799.74148881875,26172.266435179627,47397.03574443135,50785.82679750856
4213,0,12,0,12,38314.81097567639,77763.24546066656,80948.87275648398,27367.722125483135,51842.16364044437,54235.74474684427
4214,1,12,0,13,34183.815338706365,63712.49429550881,84725.36016414569,24417.010956218834,42474.99619700587,56765.99130997762
4215,2,12,0,14,16705.60827063767,80248.77230150132,75352.18956849247,11932.577336169765,53499.18153433421,50485.96701088996
4216,3,12,0,15,20374.819074084087,60525.96992215981,84206.69069731778,14553.442195774349,40350.646614773206,56418.48276720292
4217,4,1,1,16,40888.62212941483,83639.02012492427,81515.73967535135,29206.158663867733,55759.34674994951,54615.54558248541
4218,5,1,0,17,4853.771279868139,63100.11240814245,72829.17669081349,3466.9794856200992,42066.741605428295,48795.54838284504
4219,6,1,0,18,6016.892292073751,53515.08453005049,90753.86956584008,4297.780208624108,35676.723020033656,60805.09260911286
4220,0,1,0,0,0.0,51987.566666666666,77596.5,0.0,19062.107777777775,45781.935
4221,1,1,0,1,0.0,51200.68556214698,77211.53274100536,0.0,18773.584706120557,45554.80431719316
4222,2,1,0,2,0.0,49299.9456080052,76328.17609137866,0.0,18076.64672293524,45033.623893913405
4223,3,1,0,3,0.0,48095.986557697666,74129.93348455596,0.0,17635.19507115581,43736.66075588801
4224,4,1,0,4,0.0,46706.20546992772,76814.31772766158,0.0,17125.60867230683,45320.44745932033
4225,5,1,0,5,0.0,44763.890466230885,77548.03634012204,0.0,16413.426504284656,45753.341440672
4226,6,1,0,6,0.0,46610.729680485696,77726.459896747,0.0,17090.600882844756,45858.61133908072
4227,0,1,0,7,0.0,44302.706873897245,72974.80732396236,0.0,16244.325853762322,43055.13632113779
4228,1,1,0,8,0.0,48037.75307967651,74615.80757499357,0.0,17613.842795881388,44023.3264692462
4229,2,1,0,9,0.0,44434.95543146028,66496.95852985785,0.0,16292.816991535434,39233.20553261613
4230,3,1,0,10,0.0,38519.7546755389,72293.89820277963,0.0,14123.910047697595,42653.39993963998
4231,4,1,0,0,98974.42857142857,50800.066666666666,75882.12,70696.02040816327,22013.362222222222,44770.45079999999
4232,5,1,0,1,90439.92578983714,49921.43244062191,75778.04470477322,64599.94699274082,21632.620724269495,44709.04637581619
4233,6,1,0,2,81945.71003284963,48190.02555176595,74629.13321369932,58532.650023464026,20882.34440576525,44031.1885960826
4234,0,1,0,3,75993.77463297865,48730.38868627162,72315.38757432727,54281.26759498475,21116.501764051034,42666.078668853086
4235,1,1,0,4,64211.345665939036,46156.4648925858,75353.06882348495,45865.24690424217,20001.13478678718,44458.31060585612
4236,2,1,0,5,62400.0817539718,46274.39380597764,76443.20212754059,44571.48696712271,20052.237315923645,45101.48925524894
4237,3,1,0,6,58811.434893382284,46513.221516468075,71766.55063396452,42008.16778098734,20155.729323802832,42342.264874039065
4238,4,1,0,7,44305.270808648325,42294.92552950912,76936.26334633506,31646.622006177375,18327.801062787286,45392.395374337684
4239,5,1,0,8,41565.96169978017,44225.92717472289,72630.56406719831,29689.972642700122,19164.56844237992,42852.032799647
4240,6,1,0,9,47768.893237487064,41661.14219816493,66619.62059900962,34120.638026776476,18053.161619204806,39305.57615341568
4241,0,1,0,10,34662.60055158329,38282.82052096869,69554.5652860232,24759.000393988063,16589.2222257531,41037.19351875368
4242,1,1,0,11,37541.00040196009,42131.90340810319,71404.40655210514,26815.00028711435,18257.158143511384,42128.59986574203
4243,2,1,0,12,28685.437062362722,41741.7257949643,72751.41796598161,20489.59790168766,18088.081177817865,42923.33659992915
4244,3,1,0,0,131153.14285714287,77822.2,80496.65,93680.81632653062,44099.246666666666,48297.99
4245,4,1,0,1,119092.38695531509,76417.17829984093,79235.20260027528,85065.99068236792,43303.06770324319,47541.12156016517
4246,5,1,0,2,109885.52777779436,73711.98219135278,80206.18557587643,78489.66269842454,41770.123241766574,48123.71134552586
4247,6,1,0,3,97131.71744042997,71564.3182126213,77759.27748547061,69379.7981717357,40553.11365381874,46655.56649128236
4248,0,2,0,0,117086.28571428571,87919.03333333334,80998.34,83633.0612244898,55682.054444444446,47789.020599999996
4249,1,2,0,1,106097.4307293782,86561.89833417983,80400.38726909795,75783.879092413,54822.535611647225,47436.22848876779
4250,2,2,0,2,97150.65247502258,85161.32733235082,80514.28383765627,69393.3231964447,53935.50731048885,47503.427464217195
4251,3,2,0,3,85243.43566353332,82811.1308307761,81461.63064496679,60888.168331095236,52447.0495261582,48062.3620805304
4252,4,2,0,4,80941.58310346915,82054.53552853549,81415.11323057594,57815.416502477965,51967.87250140581,48034.9168060398
4253,5,2,0,5,72840.57151397502,76685.57057459229,78041.26341999644,52028.979652839305,48567.528030575115,46044.34541779789
4254,6,2,0,0,107444.85714285714,101862.4,81934.75,76746.32653061225,67908.26666666666,47522.155
4255,0,2,0,1,97564.1394522008,100409.64930760847,81106.14537461908,69688.67103728629,66939.76620507232,47041.564317279066
4256,1,2,0,2,89244.16262390692,97803.86102657267,81950.87672230873,63745.8304456478,65202.57401771512,47531.50849893906
4257,2,2,0,3,80039.30127237637,98680.25973285324,81629.54044917447,57170.92948026884,65786.83982190216,47345.13346052119
4258,3,2,0,4,73559.30107823548,91754.87342413061,82495.24450757375,52542.35791302535,61169.91561608707,47847.24181439277
4259,4,2,0,5,69899.93168037733,93196.53732288172,76114.97156352161,49928.52262884095,62131.02488192114,44146.683506842535
4260,5,2,0,6,54414.5699534618,91594.49517185695,76704.00207506593,38867.54996675843,61062.99678123796,44488.32120353824
4261,6,2,0,7,51600.3041610389,84697.79841094522,72477.42601208447,36857.36011502778,56465.19894063014,42036.90708700899
4262,0,2,0,8,43171.88867321436,94701.31222645268,73418.17248660166,30837.063338010255,63134.20815096845,42582.54004222896
4263,1,2,0,9,42214.767871186625,81609.9903899464,72800.90039934964,30153.40562227616,54406.660259964265,42224.52223162279
4264,2,2,0,10,39811.47932594196,81117.93122302422,72573.55077424766,28436.770947101402,54078.62081534948,42092.65944906364
4265,3,2,0,11,43198.0912811273,75664.932922127,67584.6396787073,30855.779486519503,50443.288614751335,39199.091013650235
4266,4,2,0,12,24617.728876979734,79218.31373268091,79983.7426964917,17584.092054985525,52812.2091551206,46390.57076396518
4267,5,2,0,13,35069.73177367466,74123.48327100577,84547.74703121812,25049.80840976762,49415.65551400384,49037.69327810651
4268,6,2,0,14,27131.294535778132,78597.37973854608,63700.603476242606,19379.49609698438,52398.25315903072,36946.350016220706
4269,0,2,0,15,38986.6443895363,86657.01352282829,65056.555518410365,27847.60313538307,57771.34234855219,37732.80220067801
4270,1,2,0,16,27896.06569135155,78650.35061658447,63852.13691287872,19925.761208108248,52433.56707772298,37034.23940946966
4271,2,2,0,17,30563.479323657975,70917.90927761071,86677.1544747114,21831.056659755697,47278.606185073804,50272.74959533261
4272,3,2,0,18,1985.493246112328,78546.31922995797,81463.64459765382,1418.2094615088058,52364.212819971974,47248.91386663922
4273,4,2,0,19,11858.506915975064,57318.780861669424,60439.13741886722,8470.362082839332,38212.52057444628,35054.699702942984
4274,5,2,0,20,14735.698001193881,77637.95123994192,77424.77133582925,10525.498572281344,51758.63415996128,44906.367374780966
4275,6,2,0,21,18773.652867529763,58645.03819679574,60201.958172432096,13409.752048235545,39096.69213119715,34917.13574001061
4276,0,2,0,22,29888.672439087313,76124.83567995853,77634.0087699968,21349.051742205225,50749.890453305685,45027.72508659814
4277,1,3,0,23,-2215.943752481484,49323.71653046804,63679.14479863087,-1582.8169660582028,32882.47768697869,36933.9039832059
4278,2,3,0,24,-9859.794626884564,56167.74187260155,58765.70156266807,-7042.710447774689,37445.16124840103,34084.10690634748
4279,3,3,0,25,24630.08732900893,84607.69787275617,69787.09701120165,17592.919520720665,56405.13191517077,40476.516266496954
4280,4,3,0,26,-2556.885389807877,81077.80006317259,81610.14379566809,-1826.3467070056263,54051.86670878172,47333.88340148749
4281,5,3,0,27,9482.722166162695,69316.28579442578,85385.28416900085,6773.372975830497,46210.857196283854,49523.46481802049
4282,6,3,0,28,30136.793760670917,66468.52600479295,45909.0947179343,21526.281257622082,44312.35066986196,26627.274936401893
4283,0,3,0,29,21590.411484035827,32119.95153056893,47384.48413182906,15421.722488597019,21413.301020379287,27483.000796460852
4284,1,3,0,30,-2066.6915459606453,56765.14984781064,76547.4150219001,-1476.2082471147467,37843.43323187376,44397.50071270206
4285,2,3,0,31,35751.27402369604,84662.15048833156,65864.63587136906,25536.624302640026,56441.433658887705,38201.48880539405
4286,3,3,0,32,2340.995660524628,76687.84339412938,44728.71588608447,1672.1397575175915,51125.22892941958,25942.655213928992
4287,4,3,0,33,14826.213742062959,32063.554761553038,68968.90566884784,10590.152672902113,21375.70317436869,40001.96528793175
4288,5,3,0,34,-26133.381319017873,22573.272079755407,41538.66638297426,-18666.700942155625,15048.84805317027,24092.42650212507
4289,6,3,0,35,8189.7808115178395,32313.17377077107,44428.30284843197,5849.843436798457,21542.115847180714,25768.41565209054
4290,0,3,0,36,11145.785032345091,68305.05140236253,67655.43532625414,7961.275023103637,45536.70093490835,39240.152489227396
4291,1,3,0,37,-7689.057975682182,44845.829391704254,48977.903842169784,-5492.184268344416,29897.2195944695,28407.184228458475
4292,2,3,0,38,-35316.83790962057,50151.30672541073,73499.59425833404,-25226.31279258612,33434.20448360715,42629.76466983374
4293,3,3,0,39,-2277.2907855491926,50832.15043068689,88197.25595338721,-1626.6362753922804,33888.10028712459,51154.40845296458
4294,4,3,0,40,13627.39212480435,42905.93658319808,43608.33597324694,9733.851517717392,28603.957722132054,25292.834864483222
4295,5,3,0,41,-29475.843482568176,22210.27258918573,31368.322337208683,-21054.173916120126,14806.848392790485,18193.626955581036
4296,6,3,0,42,-43204.63324341028,27766.945337807883,74586.13257159783,-30860.45231672163,18511.29689187192,43259.95689152674
4297,0,3,0,43,-12416.84419533708,21031.344582726684,95102.62017765708,-8869.174425240772,14020.896388484456,55159.5197030411
4298,1,3,0,44,43971.15483411515,51868.667409816684,81317.8816703272,31407.96773865368,34579.11160654445,47164.371368789776
4299,2,3,0,45,7443.776276854575,70230.31510580957,45471.37091365981,5316.983054896125,46820.21007053971,26373.39512992269
4300,3,3,1,46,36879.53345181917,24088.60473711894,74620.41738172999,26342.523894156548,16059.06982474596,43279.84208140339
4301,4,3,1,47,-14630.724234585805,64678.324311119664,25602.052592905784,-10450.517310418432,43118.882874079776,14849.190503885353
4302,5,3,0,48,-33065.685113092215,37149.69171516594,68838.11074566931,-23618.346509351584,24766.46114344396,39926.1042324882
4303,6,3,1,49,37550.023948771784,10024.714306417285,57570.446810669455,26821.445677694133,6683.142870944856,33390.859150188284
4304,0,3,1,0,36490.857142857145,81608.96666666666,83721.07,15638.938775510203,51685.678888888884,50232.642
4305,1,3,0,1,33281.83291849484,79280.54105724403,83869.21874830702,14263.642679354929,50211.00933625455,50321.53124898421
4306,2,3,0,2,29445.021693927614,79331.31784495107,82948.94451001802,12619.295011683262,50243.16796846901,49769.366706010806
4307,3,3,0,3,26018.54047101491,77027.3737691717,82517.09757620242,11150.803059006388,48784.003387142075,49510.25854572145
4308,4,4,0,0,87469.57142857143,85954.8,87093.84,62478.265306122456,57303.2,53998.180799999995
4309,5,4,0,1,79710.72392734492,83589.83090373036,86099.3175562526,56936.23137667494,55726.55393582024,53381.57688487661
4310,6,4,0,2,71926.75374285679,83996.38541822185,86815.0289041217,51376.252673469135,55997.59027881456,53825.317920555455
4311,0,4,0,0,103172.42857142857,83375.6,89113.06,73694.59183673469,52804.54666666667,56141.2278
4312,1,4,0,1,93008.53514761385,81075.9611991507,89293.18099521965,66434.66796258133,51348.108759462106,56254.70402698838
4313,2,4,0,2,82659.57531576225,81097.70316827053,88281.48588145629,59042.553796973036,51361.878673237996,55617.33610531747
4314,3,4,0,3,79008.3767766045,80426.07146263105,86648.49249286279,56434.55484043179,50936.511926333,54588.550270503554
4315,4,4,0,4,72767.59971299519,77483.17281545242,83821.55411046508,51976.85693785371,49072.67611645319,52807.579089593
4316,5,4,0,5,63842.561513227796,78860.99069755315,86642.32935818507,45601.82965230557,49945.294108450325,54584.6674956566
4317,6,4,0,6,53764.265665903986,78337.09716281033,88863.38656984811,38403.04690421713,49613.494869779875,55983.93353900431
4318,0,4,0,0,113281.85714285714,89645.03333333334,96003.8,80915.61224489796,56775.18777777778,64322.54600000001
4319,1,4,0,1,103018.62624742367,88063.22414322362,94605.47990975941,73584.73303387406,55773.37529070829,63385.67153953881
4320,2,4,0,0,101628.28571428571,89667.73333333334,98117.09,72591.63265306123,59778.48888888889,67700.79209999999
4321,3,4,0,1,92345.88859645044,88123.57556698332,97803.01914155029,65961.3489974646,58749.050377988875,67484.0832076697
4322,4,4,0,2,83934.56956799219,85318.0865873914,96788.90616528055,59953.26397713728,56878.72439159427,66784.34525404358
4323,5,4,0,3,74833.55860446616,86740.31643657744,96483.08450575716,53452.541860332974,57826.87762438496,66573.32830897243
4324,6,4,0,4,70300.60108142492,83282.76744139251,97844.05573470664,50214.715058160655,55521.84496092834,67512.39845694757
4325,0,4,0,5,62299.639928479766,79828.62676271806,91865.03355869176,44499.74280605698,53219.08450847871,63386.87315549731
4326,1,4,0,6,54331.75978230226,81965.68583362746,97411.17957402571,38808.39984450161,54643.790555751635,67213.71390607773
4327,2,4,0,7,47246.80428367785,77674.3631310116,91136.83790632272,33747.717345484176,51782.90875400773,62884.41815536267
4328,3,4,0,8,46905.989354785765,74692.93833777515,88946.44220975075,33504.27811056126,49795.29222518343,61373.045124728014
4329,4,4,0,9,35465.737831308936,70186.62223368307,98663.92998214472,25332.669879506382,46791.08148912204,68078.11168767985
4330,5,4,0,10,27839.586078482716,70401.92214852787,91456.82558515247,19885.418627487656,46934.61476568524,63105.2096537552
4331,6,4,0,11,31502.842945168282,74930.57268459127,81123.17076685108,22502.0306751202,49953.71512306084,55974.98782912724
4332,0,4,0,0,109900.42857142857,100454.23333333334,101061.48,78500.30612244898,70317.96333333333,69732.4212
4333,1,4,0,1,100074.62413824032,99076.11049548263,100401.77423149934,71481.87438445738,69353.27734683783,69277.22421973453
4334,2,4,0,2,87867.87262190762,95455.22749718935,100685.78231072241,62762.766158505445,66818.65924803253,69473.18979439845
4335,3,4,0,3,79062.40102040005,96607.13235814232,98119.99148205863,56473.143586000035,67624.99265069963,67702.79412262044
4336,4,4,0,4,69646.16511842316,90727.77289949675,99865.82737816358,49747.260798873685,63509.44102964772,68907.42089093286
4337,5,4,0,5,65100.52085011705,86666.92117387976,94445.40853033579,46500.3720357979,60666.84482171583,65167.331885931686
4338,6,5,1,6,59792.51807018733,88022.84650813809,100951.11467801224,42708.94147870524,61615.992555696655,69656.26912782843
4339,0,5,0,7,55193.26733608615,89981.62259487144,95858.68711999319,39423.76238291868,62987.13581641,66142.49411279529
4340,1,5,0,8,56761.22965841552,77675.9908941558,103335.98591928382,40543.7354702968,54373.19362590905,71301.83028430583
4341,2,5,0,9,35020.722802825025,91848.28388840379,92504.60107692805,25014.802002017874,64293.79872188265,63828.17474308035
4342,3,5,1,10,34112.91835401171,79011.44636705882,95790.55340815336,24366.370252865505,55308.01245694117,66095.48185162581
4343,4,5,0,11,41284.57591037313,72057.64624025414,100689.69151705918,29488.982793123665,50440.35236817789,69475.88714677082
4344,5,5,0,12,38672.7633792778,88761.89134714335,97936.09807414222,27623.402413769858,62133.32394300034,67575.90767115813
4345,6,5,0,13,36878.68356397902,71297.43718820876,80969.98547107793,26341.91683141359,49908.20603174613,55869.28997504377
4346,0,5,0,14,36534.360916677724,86824.47684848816,80516.41685312877,26095.972083341232,60777.13379394171,55556.32762865885
4347,1,5,0,15,29157.574824760217,74359.86863845288,94717.68662893312,20826.83916054301,52051.908046917015,65355.20377396385
4348,2,5,0,16,7495.166556496728,66937.93483631746,78656.69050336319,5353.690397497663,46856.55438542222,54273.1164473206
4349,3,5,0,17,4743.640972975578,82523.13617317517,88105.5027320433,3388.3149806968413,57766.195321222614,60792.79688510987
4350,4,5,0,18,4331.156546228591,70816.5087930491,102545.69425036985,3093.6832473061363,49571.55615513436,70756.52903275519
4351,5,5,0,19,27793.23178233868,87192.56267731666,97720.83417559053,19852.308415956202,61034.79387412166,67427.37558115745
4352,6,5,1,20,11594.915364696619,58705.1152191307,94047.39461121353,8282.082403354729,41093.58065339149,64892.70228173733
4353,0,5,1,21,20406.495668046482,75770.05680499156,101004.69240650689,14576.068334318916,53039.03976349409,69693.23776048975
4354,1,5,1,22,14213.073640930665,73960.34881941054,94072.96429981879,10152.195457807618,51772.24417358738,64910.345366874964
4355,2,5,0,23,34293.0567886483,46140.68776263701,74552.24191430575,24495.040563320214,32298.481433845907,51441.04692087096
4356,3,5,0,24,-3673.228787855938,48576.01896421816,64377.227671430024,-2623.734848468527,34003.21327495271,44420.287093286715
4357,4,5,0,0,64075.142857142855,94190.26666666666,95062.9,36614.36734693877,65933.18666666666,65593.401
4358,5,5,0,1,58003.634106799655,93176.4793769157,94367.65337157104,33144.933775314086,65223.53556384098,65113.680826384014
4359,6,5,0,2,52268.5886785458,90182.42738592933,93974.57930358646,29867.764959169028,63127.699170150525,64842.45971947465
4360,0,5,0,3,46471.865338671894,88763.38497943307,91210.49317261984,26555.351622098224,62134.36948560315,62935.240289107685
4361,1,5,0,4,40579.158460457365,87435.51796274814,94507.47142893219,23188.09054883278,61204.862573923696,65210.15528596321
4362,2,5,0,0,103110.28571428571,91285.76666666666,95260.5,73650.20408163265,63900.03666666666,65729.745
4363,3,5,0,1,92589.93025632152,88633.01736183523,93726.36103834202,66135.66446880109,62043.11215328465,64671.189116455986
4364,4,5,0,2,82501.33152108263,87368.29338176093,95130.16469760939,58929.52251505902,61157.80536723265,65639.81364135047
4365,5,5,0,3,73786.80076365733,84007.8245712186,96018.59760536709,52704.857688326665,58805.47719985302,66252.83234770328
4366,6,5,0,4,71296.11879049815,81503.77299021835,96027.20441255988,50925.799136070105,57052.641093152844,66258.77104466631
4367,0,5,0,5,61246.46541819692,86522.68863877081,92406.41243978281,43747.47529871209,60565.88204713956,63760.424583450134
4368,1,5,0,6,51965.44555935638,76136.02340383978,90746.26366951154,37118.175399540276,53295.21638268784,62614.921931962956
4369,2,6,0,7,52891.615242819826,73823.99550132526,91094.83670688985,37779.725173442734,51676.79685092768,62855.43732775399
4370,3,6,0,8,46254.051324188695,82647.87183006178,92014.41561354203,33038.60808870621,57853.510281043236,63489.946773343996
4371,4,6,0,9,45966.76197494602,69785.13725483425,91460.35489249606,32833.40141067573,48849.59607838397,63107.644875822276
4372,5,6,0,10,31417.499776994966,83261.81238993067,91140.40007380593,22441.071269282118,58283.26867295146,62886.87605092608
4373,6,6,0,11,32976.83558662328,65451.044331393874,95349.67293803676,23554.882561873772,45815.73103197571,65791.27432724537
4374,0,6,0,12,26689.99550562177,77147.5894834024,85700.75465086667,19064.28250401555,54003.31263838167,59133.520709098
4375,1,6,0,13,34551.24085823154,68382.10135874775,84476.16376276905,24679.457755879674,47867.470951123425,58288.55299631064
4376,2,6,0,14,20737.495080115776,78264.17048424436,86964.44824068756,14812.496485796983,54784.91933897105,60005.46928607441
